barcode	current_name	proposed_name	source	brand	chains	candidates
7290002775782	עוגת קצפת בציפוי שוקולד	עוגת קצפת בציפוי שוקולד	trusted		1	CITY_MARKET_SHOPS: עוגת קצפת בציפוי שוקולד
7290002775799	עוגת היער השחור	עוגת היער השחור	trusted		1	CITY_MARKET_SHOPS: עוגת היער השחור
7290002775898	עוגת מוס עם שוקולד בלגי	עוגת מוס עם שוקולד בלגי	trusted		1	CITY_MARKET_SHOPS: עוגת מוס עם שוקולד בלגי
7290002775911	עוגת גבינה ריצ'	עוגת גבינה ריצ'	trusted		1	CITY_MARKET_SHOPS: עוגת גבינה ריצ'
7290002776024	פילה מקרל בשמן סויה	פילה מקרל בשמן סויה	trusted		1	CITY_MARKET_SHOPS: פילה מקרל בשמן סויה
7290002776048	מקרל שלם בשמן חמניות	מקרל שלם בשמן חמניות	trusted		1	CITY_MARKET_SHOPS: מקרל שלם בשמן חמניות
7290002776062	מקרל  שלם	מקרל  שלם	trusted		1	CITY_MARKET_SHOPS: מקרל  שלם
7290002777502	מיני רוגלך פרימיום	מיני רוגלך פרימיום	trusted		1	CITY_MARKET_SHOPS: מיני רוגלך פרימיום
7290002781035	קטשופ םעדני ישראל	קטשופ םעדני ישראל	trusted		1	CITY_MARKET_SHOPS: קטשופ םעדני ישראל
7290002781059	מיונז אמיתי	מיונז אמיתי	trusted		1	CITY_MARKET_SHOPS: מיונז אמיתי
7290002781103	חומצה אצטית מיטב 4 ליטר	חומצה אצטית מיטב 4 ליטר	trusted		1	CITY_MARKET_SHOPS: חומצה אצטית מיטב 4 ליטר
7290002781134	"גלון קטשופ אמיתי 4.5 ק""ג מיטב"	"גלון קטשופ אמיתי 4.5 ק""ג מיטב"	trusted	לא ידוע	1	"אלמשהדאוי קינג סטור בע""מ: גלון קטשופ אמיתי 4.5 ק""ג מיטב"
7290002781219	רוטב שזיפים 4 ליטר	רוטב שזיפים 4 ליטר	trusted	מיטב	1	שופרסל: רוטב שזיפים 4 ליטר
7290002781233	ממרח ריבה	ממרח ריבה	trusted		1	CITY_MARKET_SHOPS: ממרח ריבה
7290002781301	רוטב ברביקיו מיטב B.B.Q 4 ל'	רוטב ברביקיו מיטב B.B.Q 4 ל'	trusted	לא ידוע	1	"אלמשהדאוי קינג סטור בע""מ: רוטב ברביקיו מיטב B.B.Q 4 ל'"
7290002781318	סירופ מייפל 4 ל	סירופ מייפל 4 ל	trusted	מיטב	1	שופרסל: סירופ מייפל 4 ל
7290002781325	סירופ שוקולד 4 ל	סירופ שוקולד 4 ל	trusted	מיטב	1	שופרסל: סירופ שוקולד 4 ל
7290002781349	רוטב אלף האיים מיטב 4 ל'	רוטב אלף האיים מיטב 4 ל'	trusted	לא ידוע	1	"אלמשהדאוי קינג סטור בע""מ: רוטב אלף האיים מיטב 4 ל'"
7290002781356	סירופ תות	סירופ תות	trusted		1	CITY_MARKET_SHOPS: סירופ תות
7290002781370	סירופ מייפל	סירופ מייפל	trusted		1	CITY_MARKET_SHOPS: סירופ מייפל
7290002781387	שוקולד אמריקן סטייל	שוקולד אמריקן סטייל	trusted		1	CITY_MARKET_SHOPS: שוקולד אמריקן סטייל
7290002781394	רוטב שום מיטב 4ל'	רוטב שום מיטב 4ל'	trusted	לא ידוע	1	"אלמשהדאוי קינג סטור בע""מ: רוטב שום מיטב 4ל'"
7290002781660	"חרדל דלי 5 ק""ג"	"חרדל דלי 5 ק""ג"	trusted	מיטב	1	"שופרסל: חרדל דלי 5 ק""ג"
7290002781998	קטשופ מיטב ליטר	קטשופ מיטב ליטר	trusted		1	CITY_MARKET_SHOPS: קטשופ מיטב ליטר
7290002782063	פפריקה מתוקה עם שמן 1 קג	פפריקה מתוקה עם שמן 1 קג	trusted	נווה התבלין	1	שופרסל: פפריקה מתוקה עם שמן 1 קג
7290002782087	פפריקה מתוקה מרוקאית 1 ק	פפריקה מתוקה מרוקאית 1 ק	trusted	נווה התבלין	1	שופרסל: פפריקה מתוקה מרוקאית 1 ק
7290002782100	"פפריקה מתוקה גרוסה 1 ק""ג"	"פפריקה מתוקה גרוסה 1 ק""ג"	trusted	נווה התבלין	1	"שופרסל: פפריקה מתוקה גרוסה 1 ק""ג"
7290002782117	פפריקה חריפה עם שמן 1 קג	פפריקה חריפה עם שמן 1 קג	trusted	נווה התבלין	1	שופרסל: פפריקה חריפה עם שמן 1 קג
7290002782124	"פלפל שחור שלם 1 ק""ג"	"פלפל שחור שלם 1 ק""ג"	trusted	נווה התבלין	1	"שופרסל: פלפל שחור שלם 1 ק""ג"
7290002784432	צמר פלדה	צמר פלדה	trusted		1	CITY_MARKET_SHOPS: צמר פלדה
7290002787174	שלישיית טונה ויליגר	שלישיית טונה ויליגר	trusted		1	CITY_MARKET_SHOPS: שלישיית טונה ויליגר
7290002787204	ןיליגר קנולה	ןיליגר קנולה	trusted		1	CITY_MARKET_SHOPS: ןיליגר קנולה
7290002787464	ברבוניות	ברבוניות	trusted		1	CITY_MARKET_SHOPS: ברבוניות
7290002787491	פילה סלמון נורבגי  קפוא.	פילה סלמון נורבגי  קפוא.	trusted		1	מחסני השוק: פילה סלמון נורבגי  קפוא.
7290002787501	פילה סלמון עם עור	פילה סלמון עם עור	trusted		1	CITY_MARKET_SHOPS: פילה סלמון עם עור
7290002787532	טחון בקר טרי שקיל	טחון בקר טרי שקיל	trusted	כללי	1	שופרסל: טחון בקר טרי שקיל
7290002787624	טחון בקר טרי שקיל	טחון בקר טרי שקיל	trusted	כללי	1	שופרסל: טחון בקר טרי שקיל
7290002787631	שריר הזרוע טרי עטרה שקיל	שריר הזרוע טרי עטרה שקיל	trusted	כללי	1	שופרסל: שריר הזרוע טרי עטרה שקיל
7290002787693	גבינת גאודה	גבינת גאודה	trusted		1	CITY_MARKET_SHOPS: גבינת גאודה
7290002787709	גבינת אדם	גבינת אדם	trusted		1	CITY_MARKET_SHOPS: גבינת אדם
7290002787716	חמאה עלמה	חמאה עלמה	trusted		1	CITY_MARKET_SHOPS: חמאה עלמה
7290002787761	גבינה צהובה 26% עלמה	גבינה צהובה 26% עלמה	trusted		1	חצי חינם: גבינה צהובה 26% עלמה
7290002787822	גבינת גאודה	גבינת גאודה	trusted		1	CITY_MARKET_SHOPS: גבינת גאודה
7290002792550	צלי כתף 5 מחפוד טרי לפי	צלי כתף 5 מחפוד טרי לפי	trusted	כללי	1	שופרסל: צלי כתף 5 מחפוד טרי לפי
7290002797173	מלפפונים בחומץ	מלפפונים בחומץ	trusted		1	CITY_MARKET_SHOPS: מלפפונים בחומץ
7290002800408	סטייק אנטריקוט	סטייק אנטריקוט	trusted		1	CITY_MARKET_SHOPS: סטייק אנטריקוט
7290002800675	כבד אווז	כבד אווז	trusted		1	CITY_MARKET_SHOPS: כבד אווז
7290002804833	סטייק  פרגית דליקסטו	סטייק  פרגית דליקסטו	trusted		1	HET_COHEN_NEW_SOURCE: סטייק  פרגית דליקסטו
7290002807384	גרון הודו קפוא קג	גרון הודו קפוא קג	trusted	כללי	1	שופרסל: גרון הודו קפוא קג
7290002807742	הודו אדום לא מעובד שארית	הודו אדום לא מעובד שארית	trusted	כללי	1	שופרסל: הודו אדום לא מעובד שארית
7290002808046	מימרק ברשימלו	מימרק ברשימלו	trusted		1	CITY_MARKET_SHOPS: מימרק ברשימלו
7290002808312	פילטר 7 ארוך	פילטר 7 ארוך	trusted		1	CITY_MARKET_SHOPS: פילטר 7 ארוך
7290002808701	רוטב ווסטרשייר	רוטב ווסטרשייר	trusted		1	CITY_MARKET_SHOPS: רוטב ווסטרשייר
7290002814061	מנקה חלונות	מנקה חלונות	trusted		1	CITY_MARKET_SHOPS: מנקה חלונות
729000281412	טונה בודד	טונה בודד	trusted		1	HET_COHEN_NEW_SOURCE: טונה בודד
7290002814245	מגבוני חיטוי סנט מוריץ	מגבוני חיטוי סנט מוריץ	trusted		1	CITY_MARKET_SHOPS: מגבוני חיטוי סנט מוריץ
7290002814306	כדוריות סבון אסלה עם	כדוריות סבון אסלה עם	trusted	לא ידוע	1	מ. יוחננוף ובניו: כדוריות סבון אסלה עם
7290002814375	אבקת כביסה סאן מוריס	אבקת כביסה סאן מוריס	trusted		1	CITY_MARKET_SHOPS: אבקת כביסה סאן מוריס
7290002814405	סבון כלים	סבון כלים	trusted		1	CITY_MARKET_SHOPS: סבון כלים
7290002814795	כדוריות סבון אסלה לי	כדוריות סבון אסלה לי	trusted	לא ידוע	1	מ. יוחננוף ובניו: כדוריות סבון אסלה לי
7290002814801	כדוריות סבון אסלה פר	כדוריות סבון אסלה פר	trusted	לא ידוע	1	מ. יוחננוף ובניו: כדוריות סבון אסלה פר
7290002814818	כדוריות סבון אסלה עם	כדוריות סבון אסלה עם	trusted	לא ידוע	1	מ. יוחננוף ובניו: כדוריות סבון אסלה עם
7290002814955	סנט מוריץ נוזל כלים 4 ליטר ירוק18%	סנט מוריץ נוזל כלים 4 ליטר ירוק18%	trusted	לא ידוע	1	בר-כל: סנט מוריץ נוזל כלים 4 ליטר ירוק18%
7290002823056	דניס נקי טרי	דניס נקי טרי	trusted	מאסטרפוד מענית	1	שופרסל: דניס נקי טרי
7290002823070	לברק נקי טרי	לברק נקי טרי	trusted	מאסטרפוד מענית	1	שופרסל: לברק נקי טרי
72900028241	שטראוס גבינת סקי	שטראוס גבינת סקי	trusted		1	CITY_MARKET_SHOPS: שטראוס גבינת סקי
7290002824186	סקי משפחתי	סקי משפחתי	trusted		1	CITY_MARKET_SHOPS: סקי משפחתי
7290002825616	חציל במיונז	חציל במיונז	trusted		1	מחסני השוק: חציל במיונז
7290002826248	גלידה פוטבול	גלידה פוטבול	trusted	לא ידוע	1	"אלמשהדאוי קינג סטור בע""מ: גלידה פוטבול"
7290002826835	שוקובו	שוקובו	trusted		1	CITY_MARKET_SHOPS: שוקובו
7290002827900	רבע כבש קפוא מחולק מחפוד	רבע כבש קפוא מחולק מחפוד	trusted		1	ויקטורי: רבע כבש קפוא מחולק מחפוד
7290002830221	סטייק פריום	סטייק פריום	trusted		1	CITY_MARKET_SHOPS: סטייק פריום
7290002831082	פלפל שיפקה	פלפל שיפקה	trusted		1	מחסני השוק: פלפל שיפקה
7290002837022	פרמזן מגורד	פרמזן מגורד	trusted	זמייטוגוס פינס	1	מ. יוחננוף ובניו: פרמזן מגורד
7290002837039	גבינת פרמזן דזוגס במשקל	גבינת פרמזן דזוגס במשקל	trusted	לא ידוע	1	טיב טעם: גבינת פרמזן דזוגס במשקל
7290002837350	גבינה קרם צ'יז אריטאג' במשקל.	גבינה קרם צ'יז אריטאג' במשקל.	trusted		1	חצי חינם: גבינה קרם צ'יז אריטאג' במשקל.
7290002839163	תבלין סוגים שונים 500 ג' צנצנת	תבלין סוגים שונים 500 ג' צנצנת	trusted	לא ידוע	1	"אבות אברהם בע""מ: תבלין סוגים שונים 500 ג' צנצנת"
7290002839262	תבלין מלח לימון צנצנת 1קג	תבלין מלח לימון צנצנת 1קג	trusted	לא ידוע	1	"אבות אברהם בע""מ: תבלין מלח לימון צנצנת 1קג"
7290002842309	סרדינים בשמן חמניות	סרדינים בשמן חמניות	trusted		1	חצי חינם: סרדינים בשמן חמניות
7290002842439	מיץ שזיפים ללא סוכר	מיץ שזיפים ללא סוכר	trusted		1	CITY_MARKET_SHOPS: מיץ שזיפים ללא סוכר
7290002842545	מיץ חמוציות	מיץ חמוציות	trusted		1	CITY_MARKET_SHOPS: מיץ חמוציות
7290002842569	חמוציות	חמוציות	trusted		1	CITY_MARKET_SHOPS: חמוציות
7290002842576	חמוציות	חמוציות	trusted		1	CITY_MARKET_SHOPS: חמוציות
7290002842651	"RXE ,PUJH G."""	"RXE ,PUJH G."""	trusted		1	"CITY_MARKET_SHOPS: RXE ,PUJH G."""
7290002845065	כרוב כבוש	כרוב כבוש	trusted		1	CITY_MARKET_SHOPS: כרוב כבוש
7290002845126	זיתים מושחרים.	זיתים מושחרים.	trusted		1	CITY_MARKET_SHOPS: זיתים מושחרים.
7290002845232	זיתים בלאדי שבור	זיתים בלאדי שבור	trusted		1	CITY_MARKET_SHOPS: זיתים בלאדי שבור
7290002845300	מלפפון 7-9 במלח המרכז	מלפפון 7-9 במלח המרכז	trusted		1	CITY_MARKET_SHOPS: מלפפון 7-9 במלח המרכז
7290002845706	גרעיני תירס מתוק	גרעיני תירס מתוק	trusted		1	CITY_MARKET_SHOPS: גרעיני תירס מתוק
7290002845867	מלפפונים במלח	מלפפונים במלח	trusted		1	CITY_MARKET_SHOPS: מלפפונים במלח
7290002845874	מלפפונים בחומץ 400 ג' תמי	מלפפונים בחומץ 400 ג' תמי	trusted	לא ידוע	1	"אלמשהדאוי קינג סטור בע""מ: מלפפונים בחומץ 400 ג' תמי"
7290002845911	נתחי טונה בהירה	נתחי טונה בהירה	trusted		1	CITY_MARKET_SHOPS: נתחי טונה בהירה
7290002845997	פטריות חתוכות 400 ג' רונה	פטריות חתוכות 400 ג' רונה	trusted	לא ידוע	1	"אלמשהדאוי קינג סטור בע""מ: פטריות חתוכות 400 ג' רונה"
7290002850243	וודקה אלסנדרוב 50מל	וודקה אלסנדרוב 50מל	trusted		1	CITY_MARKET_SHOPS: וודקה אלסנדרוב 50מל
7290002850373	ליקר שוקולד	ליקר שוקולד	trusted		1	CITY_MARKET_SHOPS: ליקר שוקולד
7290002851684	פטריות שיטאקי 300 גר	פטריות שיטאקי 300 גר	trusted	לא ידוע	1	טיב טעם: פטריות שיטאקי 300 גר
7290002852117	כרוב כבוש פולוניה	כרוב כבוש פולוניה	trusted		1	CITY_MARKET_SHOPS: כרוב כבוש פולוניה
7290002852230	פלפל ביבי פולוניה	פלפל ביבי פולוניה	trusted		1	CITY_MARKET_SHOPS: פלפל ביבי פולוניה
7290002854258	זיתים ירוקים מבוקעים	זיתים ירוקים מבוקעים	trusted		1	מחסני השוק: זיתים ירוקים מבוקעים
7290002854371	פלפל שיפקה שקיל	פלפל שיפקה שקיל	trusted		1	מחסני השוק: פלפל שיפקה שקיל
7290002854456	עלי גפן למילוי	עלי גפן למילוי	trusted	לא ידוע	1	"אבות אברהם בע""מ: עלי גפן למילוי"
7290002854944	קלמטה מגולען	קלמטה מגולען	trusted		1	חצי חינם: קלמטה מגולען
7290002857020	דניס שלם טרי	דניס שלם טרי	trusted	פילוסופיש	1	שופרסל: דניס שלם טרי
7290002857648	פילה אמנון ללא עור	פילה אמנון ללא עור	trusted		1	CITY_MARKET_SHOPS: פילה אמנון ללא עור
7290002859079	שריר זרוע 8 טרי מוכשר מח	שריר זרוע 8 טרי מוכשר מח	trusted	JBS	1	שופרסל: שריר זרוע 8 טרי מוכשר מח
7290002859161	אסאדו טרי  מוכשר	אסאדו טרי  מוכשר	trusted	SAN ANTONIO	1	שופרסל: אסאדו טרי  מוכשר
7290002859178	אסאדו טרי מוכשר	אסאדו טרי מוכשר	trusted	JBS	1	שופרסל: אסאדו טרי מוכשר
7290002859185	אסאדו טרי מוכשר	אסאדו טרי מוכשר	trusted	JBS	1	שופרסל: אסאדו טרי מוכשר
7290002859192	צלעות טרי חלק	צלעות טרי חלק	trusted	SAN ANTONIO	1	שופרסל: צלעות טרי חלק
7290002859208	חזה בקר טרי   חלק	חזה בקר טרי   חלק	trusted	SAN ANTONIO	1	שופרסל: חזה בקר טרי   חלק
7290002859291	פילה בקר קפוא	פילה בקר קפוא	trusted		1	חצי חינם: פילה בקר קפוא
7290002859314	צלי כתף טרי מוכשר	צלי כתף טרי מוכשר	trusted	JBS	1	שופרסל: צלי כתף טרי מוכשר
7290002859321	פילה מדומה מס6'טרי מוכשר	פילה מדומה מס6'טרי מוכשר	trusted	JBS	1	שופרסל: פילה מדומה מס6'טרי מוכשר
7290002859499	שומן אווז קפוא	שומן אווז קפוא	trusted	לא ידוע	1	"סופר ברקת קמעונאות בע""מ: שומן אווז קפוא"
7290002859697	גוש טונה 4-8 קפוא הדייג בלדי	גוש טונה 4-8 קפוא הדייג בלדי	trusted	לא ידוע	1	"שוק העיר (ט.ע.מ.ס.) בע""מ: גוש טונה 4-8 קפוא הדייג בלדי"
7290002859772	אוסובוקו עם עצם פרוס קפוא	אוסובוקו עם עצם פרוס קפוא	trusted	לא ידוע	1	"סופר ברקת קמעונאות בע""מ: אוסובוקו עם עצם פרוס קפוא"
7290002859949	מכסה ורד הצלע 1B מוכשר מ	מכסה ורד הצלע 1B מוכשר מ	trusted	JBS	1	שופרסל: מכסה ורד הצלע 1B מוכשר מ
7290002859963	"קרטון צוואר בקר קפוא (מס 10) בד""צ בית חלקיה"	"קרטון צוואר בקר קפוא (מס 10) בד""צ בית חלקיה"	trusted	לא ידוע	1	"משנת יוסף - קיי טי יבוא ושיווק בע""מ: קרטון צוואר בקר קפוא (מס 10) בד""צ בית חלקיה"
7290002859970	"קרטון גרונות הודו קפוא בד""ץ עד""ח"	"קרטון גרונות הודו קפוא בד""ץ עד""ח"	trusted	לא ידוע	1	"משנת יוסף - קיי טי יבוא ושיווק בע""מ: קרטון גרונות הודו קפוא בד""ץ עד""ח"
7290002862079	הריסה משקל בידאני	הריסה משקל בידאני	trusted		1	מחסני השוק: הריסה משקל בידאני
7290002862109	פרורי לחם מוזהבים	פרורי לחם מוזהבים	trusted		1	CITY_MARKET_SHOPS: פרורי לחם מוזהבים
7290002862161	ממרח פלפלים קלויים פיקנטי 190 גרם	ממרח פלפלים קלויים פיקנטי 190 גרם	trusted	לא ידוע	1	טיב טעם: ממרח פלפלים קלויים פיקנטי 190 גרם
7290002862239	ממרח פלפלים	ממרח פלפלים	trusted		1	CITY_MARKET_SHOPS: ממרח פלפלים
7290002862277	ממרח לימון כבוש 200 גרם	ממרח לימון כבוש 200 גרם	trusted	הררית	1	שופרסל: ממרח לימון כבוש 200 גרם
7290002862338	סחוג אדום 150 גרם	סחוג אדום 150 גרם	trusted	הררית	1	שופרסל: סחוג אדום 150 גרם
7290002862802	אריסה בתוספת לימון 250 ג	אריסה בתוספת לימון 250 ג	trusted	הררית	1	שופרסל: אריסה בתוספת לימון 250 ג
7290002862857	פרורי לחם מתובלים	פרורי לחם מתובלים	trusted		1	CITY_MARKET_SHOPS: פרורי לחם מתובלים
7290002865056	בצל ירוק	בצל ירוק	trusted	לא ידוע	1	"אבות אברהם בע""מ: בצל ירוק"
7290002865063	סלרי עלים	סלרי עלים	trusted	לא ידוע	1	"אבות אברהם בע""מ: סלרי עלים"
7290002865094	עלי חסה שטופים 200 גרם	עלי חסה שטופים 200 גרם	trusted	כללי	1	שופרסל: עלי חסה שטופים 200 גרם
7290002865100	חסה לאליק	חסה לאליק	trusted	כללי	1	שופרסל: חסה לאליק
7290002866060	פילה דניס טרי	פילה דניס טרי	trusted	קיליץ	1	שופרסל: פילה דניס טרי
7290002866084	פילה דניס טרי	פילה דניס טרי	trusted	כללי	1	שופרסל: פילה דניס טרי
7290002866107	דניס שלם נקי טרי	דניס שלם נקי טרי	trusted	קיליץ	1	שופרסל: דניס שלם נקי טרי
7290002866145	פילה דג לברק טרי לקג	פילה דג לברק טרי לקג	trusted	נטו מלינדה סחר-דגים טריי	1	שופרסל: פילה דג לברק טרי לקג
7290002866220	פילה דג בורי טרי	פילה דג בורי טרי	trusted	נטו מלינדה סחר-דגים טריי	1	שופרסל: פילה דג בורי טרי
7290002866510	"פילה דג בס טרי ק""ג"	"פילה דג בס טרי ק""ג"	trusted	נטו מלינדה סחר-דגים טריי	1	"שופרסל: פילה דג בס טרי ק""ג"
7290002866589	אדמונית בינוני	אדמונית בינוני	trusted	דלידג	1	שופרסל: אדמונית בינוני
7290002866701	דג ברמונדי נקי טרי	דג ברמונדי נקי טרי	trusted	נטו מלינדה סחר-דגים טריי	1	שופרסל: דג ברמונדי נקי טרי
7290002867777	כנפיים עוף טרי	כנפיים עוף טרי	trusted		1	HET_COHEN_NEW_SOURCE: כנפיים עוף טרי
7290002868361	מוצרלה שקיל טרה	מוצרלה שקיל טרה	trusted		1	מחסני השוק: מוצרלה שקיל טרה
7290002868446	גבינה מותכת	גבינה מותכת	trusted		1	CITY_MARKET_SHOPS: גבינה מותכת
7290002871460	פריגת תפוזים	פריגת תפוזים	trusted		1	CITY_MARKET_SHOPS: פריגת תפוזים
7290002871477	פריגת אשכוליות	פריגת אשכוליות	trusted		1	CITY_MARKET_SHOPS: פריגת אשכוליות
7290002871484	תפוזים דל	תפוזים דל	trusted		1	CITY_MARKET_SHOPS: תפוזים דל
7290002871491	אשכוליות דל קלוריות	אשכוליות דל קלוריות	trusted		1	CITY_MARKET_SHOPS: אשכוליות דל קלוריות
7290002877240	רצועות שווארמה מתובלות	רצועות שווארמה מתובלות	trusted		1	CITY_MARKET_SHOPS: רצועות שווארמה מתובלות
7290002879442	חטיף טורטילה צ'יפס	חטיף טורטילה צ'יפס	trusted		1	CITY_MARKET_SHOPS: חטיף טורטילה צ'יפס
7290002879459	וילי פרוסות סלק כבוש בחומץ 710 ג	וילי פרוסות סלק כבוש בחומץ 710 ג	trusted	לא ידוע	1	טיב טעם: וילי פרוסות סלק כבוש בחומץ 710 ג
7290002879633	וופל בלגי 550 גרם	וופל בלגי 550 גרם	trusted	אן.וי ביסקוויטרי טיז	1	מ. יוחננוף ובניו: וופל בלגי 550 גרם
7290002879756	וופל בלגי	וופל בלגי	trusted		1	CITY_MARKET_SHOPS: וופל בלגי
7290002881032	מעדן אוכמניות	מעדן אוכמניות	trusted		1	CITY_MARKET_SHOPS: מעדן אוכמניות
7290002881155	אטריות	אטריות	trusted		1	CITY_MARKET_SHOPS: אטריות
7290002881186	מחית תפוח עץ וגזר	מחית תפוח עץ וגזר	trusted		1	CITY_MARKET_SHOPS: מחית תפוח עץ וגזר
7290002881339	חתיכות מאננס בסירופ קל	חתיכות מאננס בסירופ קל	trusted		1	CITY_MARKET_SHOPS: חתיכות מאננס בסירופ קל
7290002881421	אטריות עגבניות	אטריות עגבניות	trusted		1	CITY_MARKET_SHOPS: אטריות עגבניות
7290002881490	דג אלתית בלימון	דג אלתית בלימון	trusted		1	CITY_MARKET_SHOPS: דג אלתית בלימון
7290002881575	עלי גפן למילוי	עלי גפן למילוי	trusted		1	CITY_MARKET_SHOPS: עלי גפן למילוי
7290002881650	מארז רביעיה נתחי טונה בהירה בשמן תומר	מארז רביעיה נתחי טונה בהירה בשמן תומר	trusted		1	CITY_MARKET_SHOPS: מארז רביעיה נתחי טונה בהירה בשמן תומר
7290002881889	דג אלתית בשמן זית	דג אלתית בשמן זית	trusted		1	CITY_MARKET_SHOPS: דג אלתית בשמן זית
7290002881971	סרדינים בשמן זית-תומר	סרדינים בשמן זית-תומר	trusted		1	CITY_MARKET_SHOPS: סרדינים בשמן זית-תומר
72900028881964	סרדין מרוקאי עגבניות	סרדין מרוקאי עגבניות	trusted		1	CITY_MARKET_SHOPS: סרדין מרוקאי עגבניות
7290002900085	נקניקות עוף	נקניקות עוף	trusted		1	CITY_MARKET_SHOPS: נקניקות עוף
7290002900108	גולש עגל טירת צבי	גולש עגל טירת צבי	trusted		1	CITY_MARKET_SHOPS: גולש עגל טירת צבי
7290002900214	קבב מזרחי	קבב מזרחי	trusted		1	CITY_MARKET_SHOPS: קבב מזרחי
7290002905219	מנקה חלונות	מנקה חלונות	trusted		1	CITY_MARKET_SHOPS: מנקה חלונות
7290002905523	חול לניקוי והברקה	חול לניקוי והברקה	trusted		1	CITY_MARKET_SHOPS: חול לניקוי והברקה
7290002905530	סודה קאוסטית גרגירים	סודה קאוסטית גרגירים	trusted		1	CITY_MARKET_SHOPS: סודה קאוסטית גרגירים
7290002905561	מתז חלונות	מתז חלונות	trusted		1	CITY_MARKET_SHOPS: מתז חלונות
7290002905639	אינסטלטור	אינסטלטור	trusted		1	CITY_MARKET_SHOPS: אינסטלטור
7290002909231	עצמות מוח פרוסות קפוא	עצמות מוח פרוסות קפוא	trusted	לא ידוע	1	טיב טעם: עצמות מוח פרוסות קפוא
7290002909415	פילה סול קפוא	פילה סול קפוא	trusted		1	CITY_MARKET_SHOPS: פילה סול קפוא
7290002909576	בשר בקר לקביצות וקבב	בשר בקר לקביצות וקבב	trusted		1	CITY_MARKET_SHOPS: בשר בקר לקביצות וקבב
7290002916352	אפרסק קרטוניה	אפרסק קרטוניה	trusted		1	מחסני השוק: אפרסק קרטוניה
7290002916468	מיץ מוגז	מיץ מוגז	trusted		1	CITY_MARKET_SHOPS: מיץ מוגז
7290002916499	מיץ מוגז	מיץ מוגז	trusted		1	CITY_MARKET_SHOPS: מיץ מוגז
7290002916505	תפוחים מוגז 1.5 ליטר	תפוחים מוגז 1.5 ליטר	trusted		1	מחסני השוק: תפוחים מוגז 1.5 ליטר
7290002916512	מיץ מוגז	מיץ מוגז	trusted		1	CITY_MARKET_SHOPS: מיץ מוגז
7290002916598	מיץ מוגז	מיץ מוגז	trusted		1	CITY_MARKET_SHOPS: מיץ מוגז
7290002916833	אשכולית אדומה 2 ל}סופר  ד	אשכולית אדומה 2 ל}סופר  ד	trusted		1	מחסני השוק: אשכולית אדומה 2 ל}סופר  ד
7290002916840	"קולה 330 מ""ל פלסטיק"	"קולה 330 מ""ל פלסטיק"	trusted		1	"מחסני השוק: קולה 330 מ""ל פלסטיק"
7290002919353	כבד עוף בלדי	כבד עוף בלדי	trusted		1	CITY_MARKET_SHOPS: כבד עוף בלדי
7290002919384	"עוף שלם קפוא ארוז עד""ח ל"	"עוף שלם קפוא ארוז עד""ח ל"	trusted	כללי	1	"שופרסל: עוף שלם קפוא ארוז עד""ח ל"
7290002919391	פילה סלמון נורבגי.	פילה סלמון נורבגי.	trusted	דסון פרודקשנס	1	מ. יוחננוף ובניו: פילה סלמון נורבגי.
7290002919513	סטייק אנטריקוט XL קפוא הרב בעדני.	סטייק אנטריקוט XL קפוא הרב בעדני.	trusted		1	מחסני השוק: סטייק אנטריקוט XL קפוא הרב בעדני.
7290002919681	צלי כתף	צלי כתף	trusted	לא ידוע	1	"קי טי יבוא ושווק בע""מ: צלי כתף"
7290002919735	"קרטון שריר בקר קפוא (מס 8) בד""צ בית חלקיה"	"קרטון שריר בקר קפוא (מס 8) בד""צ בית חלקיה"	trusted	לא ידוע	1	"משנת יוסף - קיי טי יבוא ושיווק בע""מ: קרטון שריר בקר קפוא (מס 8) בד""צ בית חלקיה"
7290002919766	פילה מדומה	פילה מדומה	trusted	לא ידוע	1	"קי טי יבוא ושווק בע""מ: פילה מדומה"
7290002919834	שריר הזרוע	שריר הזרוע	trusted	לא ידוע	1	"קי טי יבוא ושווק בע""מ: שריר הזרוע"
7290002919988	בשר מס 2 חלק קפוא	בשר מס 2 חלק קפוא	trusted	קונספסיון	1	מ. יוחננוף ובניו: בשר מס 2 חלק קפוא
7290002919995	כתף בקר	כתף בקר	trusted	לא ידוע	1	"קי טי יבוא ושווק בע""מ: כתף בקר"
7290002920342	"גבינה קממבר מעטה פחם ק""ג"	"גבינה קממבר מעטה פחם ק""ג"	trusted		1	"חצי חינם: גבינה קממבר מעטה פחם ק""ג"
7290002921332	אסטוניש סבון הפלא	אסטוניש סבון הפלא	trusted		1	CITY_MARKET_SHOPS: אסטוניש סבון הפלא
7290002922780	צוואר כבש קפוא עטרה	צוואר כבש קפוא עטרה	trusted	לא ידוע	1	"שוק העיר (ט.ע.מ.ס.) בע""מ: צוואר כבש קפוא עטרה"
7290002923077	טונה ויליגר במים	טונה ויליגר במים	trusted		1	CITY_MARKET_SHOPS: טונה ויליגר במים
7290002923206	מארז שלישיית טונה	מארז שלישיית טונה	trusted		1	CITY_MARKET_SHOPS: מארז שלישיית טונה
7290002925033	COMAGIS CREAM 15 GR	COMAGIS CREAM 15 GR	trusted	לא ידוע	1	"גוד פארם בע""מ: COMAGIS CREAM 15 GR"
