slug	name_he	kind	chain_id	chain_name	barcode	chain_product_name	price	note
pomelo	פומלה	fruit	7290873255550	טיב טעם	4412685	פומלה	10.9	
pomelo	פומלה	fruit	7290058177776	סופר יודה	7290000999967	פומלה	16.9	
potato-red	תפוח אדמה אדום	veg	7290803800003	מ. יוחננוף ובניו	7290000000783	תפו"א אדום ארוז	2.9	
potato-red	תפוח אדמה אדום	veg	7290700100008	חצי חינם	610011	תפו"א אדום ארוז	3.9	
potato-red	תפוח אדמה אדום	veg	7290526500006	Dabach	7290000000062	תפו"א אדום ארוז	4.9	
potato-red	תפוח אדמה אדום	veg	7290455000004	HET_COHEN_NEW_SOURCE	7290001867020	תפו"א אדום בינוני ארוז	4.9	
potato-red	תפוח אדמה אדום	veg	7290661400001	מחסני השוק	7290000001692	תפו"א אדום	4.9	
potato-red	תפוח אדמה אדום	veg	7290696200003	ויקטורי	7290018825419	תפוא אפיה אדום	4.9	
potato-red	תפוח אדמה אדום	veg	7290058156016	אבות אברהם בע"מ	7290018825419	תפו"א אדום אפייה	4.9	
potato-red	תפוח אדמה אדום	veg	7290058140886	רמי לוי שיווק השקמה	7290000000503	תפוח אדמה אדום לאפיה	4.9	
potato-red	תפוח אדמה אדום	veg	7290058108879	אלמשהדאוי קינג סטור בע"מ	777011	תפו"א אדום ארוז	5.9	
potato-red	תפוח אדמה אדום	veg	7290873255550	טיב טעם	7290018825013	תפו"א אדום	5.9	
potato-red	תפוח אדמה אדום	veg	7290027600007	שופרסל	7290000001692	תפוח אדמה אדום ארוז	5.9	
potato-red	תפוח אדמה אדום	veg	7290876100000	פרש מרקט	7290000999926	תפו"א אדום	5.9	
potato-red	תפוח אדמה אדום	veg	7290058289400	קי טי יבוא ושווק בע"מ	7290000001692	תפו"א אדום	5.9	
potato-red	תפוח אדמה אדום	veg	7290058148776	שוק העיר (ט.ע.מ.ס.) בע"מ	7290005610066	תפו"א אדום ארוז	5.9	
potato-red	תפוח אדמה אדום	veg	7290000000003	סיטי מרקט	7290000001692	תפוא ארוז אדום במשקל	6.3	
potato-red	תפוח אדמה אדום	veg	7290055700007	קרפור	7290005610011	תפו"א ד.משה אדום	6.9	
potato-red	תפוח אדמה אדום	veg	7291059100008	פוליצר	7290000000045	תפוח אדמה אדום ישראל	7.9	
potato-red	תפוח אדמה אדום	veg	7290492000005	Dor Alon	7290000040882	תפוא אדום ארוז	8.9	
potato-red	תפוח אדמה אדום	veg	7290639000004	סטופמרקט	7290018825228	תפוח אדמה אדום דודו	8.9	
potato-red	תפוח אדמה אדום	veg	7290058159628	ג.מ. מעיין אלפיים (07) בע"מ	7290018825228	תפוח אדמה אדום גורמה דוד משה	9.9	
potato-red	תפוח אדמה אדום	veg	7290058177776	סופר יודה	7290000999926	תפו"א אדום	9.9	
potato-red	תפוח אדמה אדום	veg	7290058134977	שפע ברכת השם בע"מ	825228	תפו"א אדום גורמה	10.9	
potato-red	תפוח אדמה אדום	veg	7290644700005	YELLOW	7290018825228	תפוח אדמה אדום	12.9	
potato-white	תפוח אדמה לבן	veg	7290803800003	מ. יוחננוף ובניו	7290000000785	תפו"א לבן ארוז	1.9	
potato-white	תפוח אדמה לבן	veg	7290526500006	Dabach	7290000000003	תפוח אדמה לבן ארוז	3.9	
potato-white	תפוח אדמה לבן	veg	7290058140886	רמי לוי שיווק השקמה	7290008504591	תפו"א לבן ארוז	3.9	
potato-white	תפוח אדמה לבן	veg	7290058108879	אלמשהדאוי קינג סטור בע"מ	777008	תפו"א לבן ארוז	4.9	
potato-white	תפוח אדמה לבן	veg	7290873255550	טיב טעם	7290018825211	תפו"א לבן	4.9	
potato-white	תפוח אדמה לבן	veg	7290027600007	שופרסל	7290000999579	תפו"א לבן ארוז	4.9	
potato-white	תפוח אדמה לבן	veg	7290876100000	פרש מרקט	7290000999925	תפו"א לבן	4.9	
potato-white	תפוח אדמה לבן	veg	7290058289400	קי טי יבוא ושווק בע"מ	7290000001715	תפו"א לבן	4.9	
potato-white	תפוח אדמה לבן	veg	7290058148776	שוק העיר (ט.ע.מ.ס.) בע"מ	7290005610059	תפו"א לבן ארוז	4.9	
potato-white	תפוח אדמה לבן	veg	7290000000003	סיטי מרקט	7290017247038	תפו"א לבן תפזורת	4.9	
potato-white	תפוח אדמה לבן	veg	7290696200003	ויקטורי	7290018825617	תפוא אפיה לבן נגב	4.9	לאפיה
potato-white	תפוח אדמה לבן	veg	7290700100008	חצי חינם	7290000013572	תפוח אדמה לבן בתפזורת	5.9	
potato-white	תפוח אדמה לבן	veg	7290455000004	HET_COHEN_NEW_SOURCE	693493158657	תפו"א לבן פרמיום ארוז	5.9	פרמיום
potato-white	תפוח אדמה לבן	veg	7290058156016	אבות אברהם בע"מ	7290018825211	תפוא לבן ארוז	6.9	
potato-white	תפוח אדמה לבן	veg	7290492000005	Dor Alon	7290000040905	תפוא  לבן ארוז	6.9	
potato-white	תפוח אדמה לבן	veg	7290103152017	אושר עד	7290009002997	תפוח אדמה תפזורת	6.9	תפזורת
potato-white	תפוח אדמה לבן	veg	7290055700007	קרפור	693493158657	תפו"א פרימיום פלוס	7.9	
potato-white	תפוח אדמה לבן	veg	7291059100008	פוליצר	7290000000033	תפוח אדמה גורמה ישר	7.9	גורמה
potato-white	תפוח אדמה לבן	veg	7290058159628	ג.מ. מעיין אלפיים (07) בע"מ	7290001867655	תפוח אדמה פרימיום	7.9	
potato-white	תפוח אדמה לבן	veg	7290058134977	שפע ברכת השם בע"מ	610127	תפו"א לבן הדוד משה	7.9	
potato-white	תפוח אדמה לבן	veg	7290661400001	מחסני השוק	693493158657	תפוח אדמה פרמיום בישול ואפיה	7.9	
potato-white	תפוח אדמה לבן	veg	7290639000004	סטופמרקט	7290018825822	תפוח אדמה לבן דודו מ	8.9	
potato-white	תפוח אדמה לבן	veg	7290785400000	קשת טעמים	7290000619308	תפוא לבן גורמה	8.9	
potato-white	תפוח אדמה לבן	veg	7290058177776	סופר יודה	7290000999925	תפו"א לבן	8.9	
potato-white	תפוח אדמה לבן	veg	7290644700005	YELLOW	7290001867051	תפוח אדמה לבן	12.9	
pumpkin	דלעת	veg	7290027600007	שופרסל	7290000955988	דלעת במשקל ארוזה	8.9	
pumpkin	דלעת	veg	7290058289400	קי טי יבוא ושווק בע"מ	11113001	דלעת	8.9	
pumpkin	דלעת	veg	7290058156016	אבות אברהם בע"מ	918808	דלעת	9.9	
pumpkin	דלעת	veg	7290876100000	פרש מרקט	7290000999918	דלעת	9.9	
pumpkin	דלעת	veg	7291059100008	פוליצר	7290014092532	דלעת	9.9	
pumpkin	דלעת	veg	7290803800003	מ. יוחננוף ובניו	7290015855303	דלעת ארוזה  במשקל	9.9	
pumpkin	דלעת	veg	7290492000005	Dor Alon	7290004505004	דלעת ארוזה	9.9	
pumpkin	דלעת	veg	7290055700007	קרפור	7290001546208	דלעת חתוכה בד"ץ	9.9	חתוכה בד"ץ
pumpkin	דלעת	veg	7290700100008	חצי חינם	7290000013459	דלעת חתוכה	9.9	חתוכה
pumpkin	דלעת	veg	7290058140886	רמי לוי שיווק השקמה	7290000000166	דלעת	10.9	
pumpkin	דלעת	veg	7290785400000	קשת טעמים	693493028899	דלעת	10.9	
pumpkin	דלעת	veg	7290058108879	אלמשהדאוי קינג סטור בע"מ	777694	דלעת	11.9	
pumpkin	דלעת	veg	7290058148776	שוק העיר (ט.ע.מ.ס.) בע"מ	961804	דלעת ארוזה חתוכה תקומה	11.9	
pumpkin	דלעת	veg	7290455000004	HET_COHEN_NEW_SOURCE	7290000961804	דלעת	12.9	
pumpkin	דלעת	veg	7290526500006	Dabach	7290000000054	דלעת	12.9	
pumpkin	דלעת	veg	7290661400001	מחסני השוק	571022	דלעת ארוזה	12.9	
pumpkin	דלעת	veg	7290058134977	שפע ברכת השם בע"מ	501374	דלעת לפי משקל	12.9	
pumpkin	דלעת	veg	7290639000004	סטופמרקט	7290003706181	דלעת חתוכה ארוזה	12.9	
pumpkin	דלעת	veg	7290696200003	ויקטורי	7290019535676	דלעת מיני ישראל	12.9	מיני; their only
pumpkin	דלעת	veg	7290058177776	סופר יודה	7290000999918	דלעת	18.9	
quince	חבוש	fruit	7290803800003	מ. יוחננוף ובניו	7290000000610	חבוש	12.9	
quince	חבוש	fruit	7290027600007	שופרסל	7290000902296	חבושים	13.9	
quince	חבוש	fruit	7290058108879	אלמשהדאוי קינג סטור בע"מ	777132	חבושים	14.9	
quince	חבוש	fruit	7290058289400	קי טי יבוא ושווק בע"מ	986543266	חבוש	14.9	
quince	חבוש	fruit	7290103152017	אושר עד	7290009005806	חבושים	17.9	
quince	חבוש	fruit	7290058140886	רמי לוי שיווק השקמה	7290000000197	חבוש	17.9	
quince	חבוש	fruit	7290700100008	חצי חינם	7290000017006	חבוש	17.9	
quince	חבוש	fruit	7290055700007	קרפור	7290000005101	חבוש	18.9	
quince	חבוש	fruit	7290526500006	Dabach	7290000000313	חבושים	19.9	
quince	חבוש	fruit	7290873255550	טיב טעם	4412593	חבושים	19.9	
quince	חבוש	fruit	7291059100008	פוליצר	7290000000097	חבושים	19.9	
quince	חבוש	fruit	7290876100000	פרש מרקט	7290000999823	חבושים	19.9	
quince	חבוש	fruit	7290000000003	סיטי מרקט	133211	חבוש	19.9	
quince	חבוש	fruit	7290492000005	Dor Alon	7290000042299	חבושים	24.9	
quince	חבוש	fruit	7290058177776	סופר יודה	7290000999823	חבושים	24.9	
radish	צנון	veg	7290803800003	מ. יוחננוף ובניו	7290000000751	צנון	4.9	
radish	צנון	veg	7290027600007	שופרסל	7290000999692	צנון	5.9	
radish	צנון	veg	7290058108879	אלמשהדאוי קינג סטור בע"מ	777049	צנון	7.9	
radish	צנון	veg	7290876100000	פרש מרקט	7290000999999	צנון	7.9	
radish	צנון	veg	7290058289400	קי טי יבוא ושווק בע"מ	7290010192120	צנון	7.9	
radish	צנון	veg	7290526500006	Dabach	7290000000047	צנון	8.9	
radish	צנון	veg	7290873255550	טיב טעם	6270047	צנון	8.9	
radish	צנון	veg	7291059100008	פוליצר	7290000000013	צנון ישראלי	8.9	
radish	צנון	veg	7290058140886	רמי לוי שיווק השקמה	7290000000161	צנון	8.9	
radish	צנון	veg	7290492000005	Dor Alon	7290000042145	צנון	11.9	
radish	צנון	veg	7290058177776	סופר יודה	7290000999694	צנון גדול	13.9	
squash-butternut	דלורית	veg	7290103152017	אושר עד	7290009001310	דלורית	3.9	
squash-butternut	דלורית	veg	7290803800003	מ. יוחננוף ובניו	7290000000625	דלורית	4.9	
squash-butternut	דלורית	veg	7290700100008	חצי חינם	7290000013169	דלורית	5.9	
squash-butternut	דלורית	veg	7290055700007	קרפור	7290000001641	דלורית	5.9	
squash-butternut	דלורית	veg	7290058140886	רמי לוי שיווק השקמה	7290000000141	דלורית	6.9	
squash-butternut	דלורית	veg	7290027600007	שופרסל	7290000000732	דלורית	6.9	
squash-butternut	דלורית	veg	7290526500006	Dabach	7290000000079	דלורית	6.9	
squash-butternut	דלורית	veg	7291059100008	פוליצר	7290000000019	דלורית ישראלי	7.9	
squash-butternut	דלורית	veg	7290058108879	אלמשהדאוי קינג סטור בע"מ	777045	דלורית	8.9	
squash-butternut	דלורית	veg	7290492000005	Dor Alon	7290000040639	דלורית	8.9	
squash-butternut	דלורית	veg	7290873255550	טיב טעם	4412913	דלורית	8.9	
squash-butternut	דלורית	veg	7290876100000	פרש מרקט	7290000999834	דלורית	8.9	
squash-butternut	דלורית	veg	7290058177776	סופר יודה	7290000999834	דלורית	12.9	
sweet-potato	בטטה	veg	7290803800003	מ. יוחננוף ובניו	7290000000622	בטטה	4.9	
sweet-potato	בטטה	veg	7290700100008	חצי חינם	7290000012858	בטטה	5.9	
sweet-potato	בטטה	veg	7290103152017	אושר עד	7290009001105	בטטה	6.9	
sweet-potato	בטטה	veg	7290027600007	שופרסל	7290000961767	בטטה ארוזה	6.9	
sweet-potato	בטטה	veg	7290058140886	רמי לוי שיווק השקמה	7290000000138	בטטה	7.9	
sweet-potato	בטטה	veg	7290058108879	אלמשהדאוי קינג סטור בע"מ	777043	בטטה מתוקה	7.9	בטטה מתוקה
sweet-potato	בטטה	veg	7290876100000	פרש מרקט	7290000999917	בטטה	8.9	
sweet-potato	בטטה	veg	7290526500006	Dabach	7290000000034	בטטה	8.9	
sweet-potato	בטטה	veg	7291059100008	פוליצר	7290000000041	בטטה ישראלי	9.9	
sweet-potato	בטטה	veg	7290492000005	Dor Alon	7290000040592	בטטה	11.9	
sweet-potato	בטטה	veg	7290873255550	טיב טעם	4412319	בטטה	11.9	
sweet-potato	בטטה	veg	7290058177776	סופר יודה	7290000999917	בטטה	15.9	
tomato	עגבניה	veg	7290803800003	מ. יוחננוף ובניו	7290000000725	עגבניה	4.9	
tomato	עגבניה	veg	7290058140886	רמי לוי שיווק השקמה	7290000012346	עגבניה	4.9	
tomato	עגבניה	veg	7290027600007	שופרסל	7290000000022	עגבניה	5.9	
tomato	עגבניה	veg	7290103152017	אושר עד	7290009000122	עגבניה	5.9	
tomato	עגבניה	veg	7290873255550	טיב טעם	4412784	עגבניות	5.9	
tomato	עגבניה	veg	7290526500006	Dabach	7290000000005	עגבניה	6.9	
tomato	עגבניה	veg	7290700100008	חצי חינם	7290000013008	עגבניה	6.9	
tomato	עגבניה	veg	7290661400001	מחסני השוק	7290108090338	עגבניה תמר אוצר הארץ	6.9	תמר; their only plain tomato
tomato	עגבניה	veg	7290058108879	אלמשהדאוי קינג סטור בע"מ	777001	עגבניה	8.9	
tomato	עגבניה	veg	7290055700007	קרפור	7290000003100	עגבניה	8.9	
tomato	עגבניה	veg	7291059100008	פוליצר	7290000000001	עגבניות ישראלי	8.9	עגבניות ישראלי; ₪2.5 לבישול is cooking grade
tomato	עגבניה	veg	7290876100000	פרש מרקט	7290000999901	עגבניה  אשכולות	8.9	אשכולות; their only plain tomato
tomato	עגבניה	veg	7290000000003	סיטי מרקט	054754	עגבניות בחוץ	9.9	עגבניות בחוץ
tomato	עגבניה	veg	7290644700005	YELLOW	9999921030760	עגבניה	12.9	
tomato	עגבניה	veg	7290058177776	סופר יודה	7290000999654	עגבניות תמר	14.9	תמר; their only plain tomato
tomato-cherry	עגבניה שרי	veg	7290027600007	שופרסל	7290000913544	עגבניות שרי תפזורת	9.9	שרי תפזורת
tomato-cherry	עגבניה שרי	veg	7291059100008	פוליצר	7290000002538	עגבניות שרי בון בון	10.9	שרי בון בון
tomato-cherry	עגבניה שרי	veg	7290700100008	חצי חינם	7290000013077	עגבניות שרי אשכולות במארז	12.9	
tomato-cherry	עגבניה שרי	veg	7290103152017	אושר עד	7290009000115	עגבניות שרי	15.9	
tomato-cherry	עגבניה שרי	veg	7290661400001	מחסני השוק	7290101501398	עגבניה שרי מנומר שקיל	16.9	שרי מנומר
tomato-cherry	עגבניה שרי	veg	7290803800003	מ. יוחננוף ובניו	7290000000728	עגבניות שרי שקיל	18.9	
tomato-cherry	עגבניה שרי	veg	7290876100000	פרש מרקט	7290000999902	עגבניה שרי	18.9	
tomato-cherry	עגבניה שרי	veg	7290058140886	רמי לוי שיווק השקמה	7290000000162	עגבניות שרי פרימיום	18.9	
tomato-cherry	עגבניה שרי	veg	7290526500006	Dabach	7290000000014	עגבניות שרי אשכולות	19.9	שרי אשכולות
tomato-cherry	עגבניה שרי	veg	7290000000003	סיטי מרקט	7290000000220	עגבניה שרי	19.9	
tomato-cherry	עגבניה שרי	veg	7290055700007	קרפור	15766067	עגבניות שרי תמר בוטי	22.9	
tomato-cherry	עגבניה שרי	veg	7290873255550	טיב טעם	7290005678882	עגבניות שרי	23.9	
tomato-cherry	עגבניה שרי	veg	7290058177776	סופר יודה	7290000999902	עגבניה שרי	29.9	
tomato-cherry	עגבניה שרי	veg	7290639000004	סטופמרקט	7290112843036	עגבניות שרי שטופות מ	30	
tomato-cherry	עגבניה שרי	veg	7290785400000	קשת טעמים	7290000006130	עגבניות שרי	59	only tomato they sell fresh
tomato-maggie	עגבניה מגי	veg	7290526500006	Dabach	7290016945041	עגבניה מגי	9.9	
tomato-maggie	עגבניה מגי	veg	7290058140886	רמי לוי שיווק השקמה	693493262378	עגבניה מגי	13.9	
tomato-maggie	עגבניה מגי	veg	7290027600007	שופרסל	7290000914237	עגבניה מגי פרימיום	13.9	
tomato-maggie	עגבניה מגי	veg	7290058156016	אבות אברהם בע"מ	7290101501237	עגבניה מגי בטעם מחיר לפי משקל	14.9	
tomato-maggie	עגבניה מגי	veg	7290696200003	ויקטורי	7290016945034	עגבניה  טום(מגי)	14.9	
tomato-maggie	עגבניה מגי	veg	7290700100008	חצי חינם	7290000013015	מארז עגבניות מגי	14.9	מארז
tomato-maggie	עגבניה מגי	veg	7290000000003	סיטי מרקט	7290101501237	עגבניה מגי	14.9	
tomato-maggie	עגבניה מגי	veg	7290058134977	שפע ברכת השם בע"מ	501237	עגבניות מגי	14.9	
tomato-maggie	עגבניה מגי	veg	7290455000004	HET_COHEN_NEW_SOURCE	101501237	עגבניות מגי עגבניית טעם	15.9	
tomato-maggie	עגבניה מגי	veg	7290803800003	מ. יוחננוף ובניו	7290101501237	עגבניה מגי	15.9	
tomato-maggie	עגבניה מגי	veg	7290055700007	קרפור	7290101501237	עגבניה מגי -בטעם של	16.9	
tomato-maggie	עגבניה מגי	veg	7290661400001	מחסני השוק	7290016945041	עגבניה מגי טעם ישראלי	17.9	
tomato-maggie	עגבניה מגי	veg	7290492000005	Dor Alon	7290000042428	עגבניות מגי	18.9	
tomato-maggie	עגבניה מגי	veg	7291059100008	פוליצר	7290000000184	עגבניות מגי ישראלי	18.9	
tomato-maggie	עגבניה מגי	veg	7290876100000	פרש מרקט	7290000999782	עגבניה מגי	18.9	
tomato-maggie	עגבניה מגי	veg	7290873255550	טיב טעם	7290016945034	עגבניה מגי	19.9	
tomato-maggie	עגבניה מגי	veg	7290639000004	סטופמרקט	7290015855488	עגבניות מגי א.אדמה	23.9	
tomato-maggie	עגבניה מגי	veg	7290058177776	סופר יודה	7290000999782	עגבניה מגי	24.9	
turnip	לפת	veg	7290803800003	מ. יוחננוף ובניו	7290000000692	לפת	4.9	
turnip	לפת	veg	7290700100008	חצי חינם	7290000012902	לפת	5.9	
turnip	לפת	veg	7290027600007	שופרסל	7290000922942	לפת	5.9	
turnip	לפת	veg	7290873255550	טיב טעם	4412821	לפת	7.9	
turnip	לפת	veg	7290526500006	Dabach	7290000000040	לפת	8.9	
turnip	לפת	veg	7290058108879	אלמשהדאוי קינג סטור בע"מ	777046	לפת	8.9	
turnip	לפת	veg	7291059100008	פוליצר	7290000000091	לפת	8.9	
turnip	לפת	veg	7290876100000	פרש מרקט	7290000999972	לפת	8.9	
turnip	לפת	veg	7290058140886	רמי לוי שיווק השקמה	7290000000164	לפת	8.9	
turnip	לפת	veg	7290492000005	Dor Alon	7290000042138	לפת	9.9	
turnip	לפת	veg	7290058177776	סופר יודה	7290000999972	לפת	12.9	
watermelon	אבטיח	fruit	7290027600007	שופרסל	7290000922331	אבטיח שלם	1.9	
watermelon	אבטיח	fruit	7290103152017	אושר עד	7290009003154	אבטיח	2.9	
watermelon	אבטיח	fruit	7290526500006	Dabach	7290000006026	אבטיח	3.9	
watermelon	אבטיח	fruit	7290058108879	אלמשהדאוי קינג סטור בע"מ	777082	אבטיח	3.9	
watermelon	אבטיח	fruit	7290058140886	רמי לוי שיווק השקמה	7290000000169	אבטיח	3.9	
watermelon	אבטיח	fruit	7290873255550	טיב טעם	4412906	אבטיח	4.9	
watermelon	אבטיח	fruit	7290700100008	חצי חינם	7290000017051	אבטיח שלם	4.9	
watermelon	אבטיח	fruit	7291059100008	פוליצר	7290000000071	אבטיח	4.9	
watermelon	אבטיח	fruit	7290876100000	פרש מרקט	7290000999951	אבטיח	4.9	
watermelon	אבטיח	fruit	7290492000005	Dor Alon	7290000041001	אבטיח	6.9	
watermelon	אבטיח	fruit	7290803800003	מ. יוחננוף ובניו	7290000000601	אבטיח	6.9	
watermelon	אבטיח	fruit	7290058177776	סופר יודה	7290000999951	אבטיח	8.9	
watermelon	אבטיח	fruit	7290644700005	YELLOW	9999921040312	אבטיח גולי א.מעולה	9.9	
zucchini	קישוא	veg	7290058140886	רמי לוי שיווק השקמה	7290000002107	קישוא	5	
zucchini	קישוא	veg	7290803800003	מ. יוחננוף ובניו	7290000000755	קישואים	5.9	
zucchini	קישוא	veg	7290027600007	שופרסל	7290000961644	קישואים בקרטון	7.2	בקרטון
zucchini	קישוא	veg	7290058108879	אלמשהדאוי קינג סטור בע"מ	777210	קישואים	7.5	
zucchini	קישוא	veg	7290526500006	Dabach	7290000000042	קישואים חממה	7.9	חממה
zucchini	קישוא	veg	7290103152017	אושר עד	7290009001808	קישוא	8.9	
zucchini	קישוא	veg	7290873255550	טיב טעם	4412715	קישואים	9.9	
zucchini	קישוא	veg	7290700100008	חצי חינם	7290000012995	קישוא	9.9	
zucchini	קישוא	veg	7290876100000	פרש מרקט	7290000999912	קישואים	9.9	
zucchini	קישוא	veg	7290055700007	קרפור	7290000003702	קישוא	9.9	
zucchini	קישוא	veg	7291059100008	פוליצר	7290000000011	קישואים ישראלי	11.9	
zucchini	קישוא	veg	7290492000005	Dor Alon	7290000040752	קישוא	12.9	
zucchini	קישוא	veg	7290058177776	סופר יודה	7290000999912	קישואים	15.9	
